name,category,match_type,value,source,mode,scope,evidence_level,support,confidence,notes,alias_group,tier,enabled_by_default,specificity,expected_frequency,recommended_action
CF:massbank_MSBNK-AAFC-AC000478_392_3133,CF,peak_mz,392.3133,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B1; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:392.3150,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000478_410_3238,CF,peak_mz,410.3238,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B1; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:410.3250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000479_226_1411,CF,peak_mz,226.1411,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B1; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+Na]+,peak_mz:226.1400,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000479_312_2145,CF,peak_mz,312.2145,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B1; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+Na]+,peak_mz:312.2150,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000481_74_06,CF,peak_mz,74.06,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:74.0600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000481_318_3129,CF,peak_mz,318.3129,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:318.3150,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000481_336_3234,CF,peak_mz,336.3234,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:336.3250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000486_376_3159,CF,peak_mz,376.3159,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+Na]+,peak_mz:376.3150,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000486_552_348,CF,peak_mz,552.348,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+Na]+,peak_mz:552.3500,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000487_296_2193,CF,peak_mz,296.2193,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:296.2200,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000488_318_3156,CF,peak_mz,318.3156,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B2; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+Na]+,peak_mz:318.3150,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000490_354_334,CF,peak_mz,354.334,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B3; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:354.3350,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000490_512_3555,CF,peak_mz,512.3555,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B3; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:512.3550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000493_58_0651,CF,peak_mz,58.0651,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B3; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:58.0650,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000496_394_3265,CF,peak_mz,394.3265,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B3; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:394.3250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000497_210_1462,CF,peak_mz,210.1462,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Fumonisin B3; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+Na]+,peak_mz:210.1450,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000499_558_2401,CF,peak_mz,558.2401,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:558.2400,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000499_616_2824,CF,peak_mz,616.2824,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:616.2800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000499_634_293,CF,peak_mz,634.293,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:634.2950,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000500_540_2273,CF,peak_mz,540.2273,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:540.2250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000500_548_2193,CF,peak_mz,548.2193,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:548.2200,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000501_83_0496,CF,peak_mz,83.0496,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:83.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000501_85_0653,CF,peak_mz,85.0653,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Penitrem A; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:85.0650,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000503_56_755,CF,peak_mz,56.755,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Bostrycin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:56.7550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000503_73_4877,CF,peak_mz,73.4877,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Bostrycin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:73.4900,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000503_86_6279,CF,peak_mz,86.6279,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Bostrycin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:86.6300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000504_89_2229,CF,peak_mz,89.2229,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Bostrycin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:89.2250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000508_165_0546,CF,peak_mz,165.0546,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Griseofulvin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:165.0550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000508_215_0106,CF,peak_mz,215.0106,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Griseofulvin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:215.0100,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000508_285_0524,CF,peak_mz,285.0524,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Griseofulvin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:285.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000512_122_0362,CF,peak_mz,122.0362,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Griseofulvin; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:122.0350,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000512_150_0311,CF,peak_mz,150.0311,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Griseofulvin; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:150.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000514_52_3831,CF,peak_mz,52.3831,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:52.3850,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000514_58_5277,CF,peak_mz,58.5277,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:58.5300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000514_58_6567,CF,peak_mz,58.6567,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:58.6550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000515_51_1973,CF,peak_mz,51.1973,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:51.1950,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000515_52_253,CF,peak_mz,52.253,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:52.2550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000515_64_5777,CF,peak_mz,64.5777,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:64.5800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000516_59_2743,CF,peak_mz,59.2743,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+H]+,peak_mz:59.2750,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000516_69_9229,CF,peak_mz,69.9229,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+H]+,peak_mz:69.9250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000516_84_96,CF,peak_mz,84.96,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+H]+,peak_mz:84.9600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000517_335_1101,CF,peak_mz,335.1101,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+Na]+,peak_mz:335.1100,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000519_63_9298,CF,peak_mz,63.9298,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:63.9300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000519_68_3585,CF,peak_mz,68.3585,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Nivalenol; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:68.3600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000524_55_0187,CF,peak_mz,55.0187,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:55.0200,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000524_56_8596,CF,peak_mz,56.8596,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:56.8600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000524_57_0708,CF,peak_mz,57.0708,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:57.0700,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000525_537_2459,CF,peak_mz,537.2459,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+Na]+,peak_mz:537.2450,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000527_177_0522,CF,peak_mz,177.0522,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:177.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000527_289_1046,CF,peak_mz,289.1046,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:289.1050,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000528_231_1356,CF,peak_mz,231.1356,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+Na]+,peak_mz:231.1350,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000529_51_3467,CF,peak_mz,51.3467,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+Na]+,peak_mz:51.3450,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000529_61_9354,CF,peak_mz,61.9354,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,iso-Roridine E; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+Na]+,peak_mz:61.9350,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000530_287_0561,CF,peak_mz,287.0561,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M-H]-,peak_mz:287.0550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000530_301_0717,CF,peak_mz,301.0717,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M-H]-,peak_mz:301.0700,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000530_331_0809,CF,peak_mz,331.0809,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M-H]-,peak_mz:331.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000531_274_0483,CF,peak_mz,274.0483,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M-H]-,peak_mz:274.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000531_283_0612,CF,peak_mz,283.0612,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M-H]-,peak_mz:283.0600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000531_285_0404,CF,peak_mz,285.0404,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M-H]-,peak_mz:285.0400,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000532_259_0248,CF,peak_mz,259.0248,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M-H]-,peak_mz:259.0250,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000532_268_0377,CF,peak_mz,268.0377,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M-H]-,peak_mz:268.0400,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000532_269_0455,CF,peak_mz,269.0455,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M-H]-,peak_mz:269.0450,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000533_243_0299,CF,peak_mz,243.0299,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 40; R=17500; [M-H]-,peak_mz:243.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000533_255_0299,CF,peak_mz,255.0299,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 40; R=17500; [M-H]-,peak_mz:255.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000534_227_035,CF,peak_mz,227.035,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M-H]-,peak_mz:227.0350,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000534_231_0299,CF,peak_mz,231.0299,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M-H]-,peak_mz:231.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000534_240_0428,CF,peak_mz,240.0428,MassBank record-derived,negative,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M-H]-,peak_mz:240.0450,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000535_302_0785,CF,peak_mz,302.0785,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:302.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000538_94_2898,CF,peak_mz,94.2898,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 40; R=17500; [M+H]+,peak_mz:94.2900,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000538_123_96,CF,peak_mz,123.96,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 40; R=17500; [M+H]+,peak_mz:123.9600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000538_211_039,CF,peak_mz,211.039,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 40; R=17500; [M+H]+,peak_mz:211.0400,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000539_50_0744,CF,peak_mz,50.0744,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M+H]+,peak_mz:50.0750,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000539_61_4128,CF,peak_mz,61.4128,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M+H]+,peak_mz:61.4150,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000539_69_4793,CF,peak_mz,69.4793,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Marticin; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M+H]+,peak_mz:69.4800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000540_535_1599,CF,peak_mz,535.1599,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:535.1600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000541_383_055,CF,peak_mz,383.055,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:383.0550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000541_415_0812,CF,peak_mz,415.0812,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:415.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000541_425_102,CF,peak_mz,425.102,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:425.1000,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000542_384_0628,CF,peak_mz,384.0628,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:384.0650,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000542_396_0628,CF,peak_mz,396.0628,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:396.0650,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000543_355_0601,CF,peak_mz,355.0601,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+H]+,peak_mz:355.0600,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000543_368_0679,CF,peak_mz,368.0679,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+H]+,peak_mz:368.0700,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000543_369_0757,CF,peak_mz,369.0757,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Cercosporin; LC-ESI-ITFT; MS2; CE: 35; R=17500; [M+H]+,peak_mz:369.0750,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000545_333_0888,CF,peak_mz,333.0888,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Chaetoviridin A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:333.0900,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000545_405_1463,CF,peak_mz,405.1463,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Chaetoviridin A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:405.1450,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000545_433_1412,CF,peak_mz,433.1412,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Chaetoviridin A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:433.1400,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000546_195_0207,CF,peak_mz,195.0207,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Chaetoviridin A; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:195.0200,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000546_253_0626,CF,peak_mz,253.0626,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Chaetoviridin A; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+H]+,peak_mz:253.0650,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000549_57_0343,CF,peak_mz,57.0343,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Chaetoviridin A; LC-ESI-ITFT; MS2; CE: 50; R=17500; [M+H]+,peak_mz:57.0350,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000550_299_1754,CF,peak_mz,299.1754,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roquefortine A; LC-ESI-ITFT; MS2; CE: 10; R=17500; [M+H]+,peak_mz:299.1750,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000552_144_0808,CF,peak_mz,144.0808,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roquefortine A; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+H]+,peak_mz:144.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000553_156_1019,CF,peak_mz,156.1019,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roquefortine A; LC-ESI-ITFT; MS2; CE: 40; R=17500; [M+H]+,peak_mz:156.1000,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000554_72_0818,CF,peak_mz,72.0818,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roquefortine A; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M+H]+,peak_mz:72.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000554_84_0817,CF,peak_mz,84.0817,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roquefortine A; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M+H]+,peak_mz:84.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000554_96_0808,CF,peak_mz,96.0808,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roquefortine A; LC-ESI-ITFT; MS2; CE: 55; R=17500; [M+H]+,peak_mz:96.0800,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000560_555_2565,CF,peak_mz,555.2565,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roridin A; LC-ESI-ITFT; MS2; CE: 20; R=17500; [M+Na]+,peak_mz:555.2550,extended,True,medium,medium,keep
CF:massbank_MSBNK-AAFC-AC000561_279_1203,CF,peak_mz,279.1203,MassBank record-derived,positive,Natural Product; Fungal metabolite,medium,1,observed,Roridin A; LC-ESI-ITFT; MS2; CE: 30; R=17500; [M+Na]+,peak_mz:279.1200,extended,True,medium,medium,keep
